Header,Record Type,EF Type,FEC Ver,Soft Name,Soft Ver,Name Delim,Rpt ID,Rpt Number,HDRcomment ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F3X,FORM TYPE,FILER FEC CMTE ID,COMMITTEE NAME,STREET  1,STREET  2,CITY,STATE,ZIP,CHG OF ADDRESS,QUALIFIED CMTE ,RPTCODE,RPTPGI,DATE (Of Election),STATE (Of Election),DATE (Coverage From),DATE (Coverage To),6(b) Cash on Hand beginning,6(c) Total Receipts,6(d) Subtotal,7. Total Disbursements,8. Cash on Hand at Close,9. Debts to,10. Debts by,11(a)i  Itemized,11(a)ii  Unitemized,11(a)iii Total,11(b) Political Party Committees,11(c) Other Political Committees (PACs),11(d) Total Contributions,12. Transfers from Affiliated/Other Party Cmtes,13. All Loans Received,14. Loan Repayments Received,15. Offsets to Operating Expenditures  (refunds ...),16. Refunds of Federal Contributions,17. Other Federal Receipts (dividends),18. Transfers from Nonfederal Account,19. Total Receipts,20. Total Federal Receipts,21(a)i  Federal Share,21(a)ii  Non-Federal Share,21(b)  Other Federal Operating Expenditures,21(c)  Total Operating Expenditures,22. Transfers to Affiliated/Other Party Cmtes,23. Contributions to Federal Candidates/Cmtes,24. Independent Expenditures,25. Coordinated Expenditures made by Party Cmtes,26. Loan Repayments,27. Loans Made,28(a) Individuals/Persons,28(b) Political Party Committees,28(c) Other Political Committees,28(d) Total Contributions Refunds,29. Other Disbursements,30. Total Disbursements,31. Total Federal Disbursements,32. Total Contributions,33. Total Contribution Refunds,34. Net Contributions,35. Total Federal Operating Expenditures,36. Offsets to Operating Expenditures,37. Net Operating Expenditures," 6(a) Cash on Hand Jan 1, 19",Year for Above,6(c) Total Receipts,6(d) Subtotal,7. Total disbursements,8. Cash on Hand Close,11(a)i Itemized,11(a)ii Unitemized,11(a)iii Total,11(b) Political Party committees,11(c) Other Political Committees  (PACs),11(d) Total Contributions,12. Transfers from Affiliated/Other Party Cmtes,13. All Loans Received,14. Loan Repayments Received,15. Offsets to Operating Expenditures (refunds),16. Refunds of Federal Contributions,17. Other Federal Receipts (dividends),18. Transfers from Nonfederal Account,19. Total Receipts,20. Total Federal Receipts,21(a)i Federal Share,21(a)ii Non-Federal Share,21(b) Other Federal Operating Expenditures,21(c) Total operating Expenditures,22. Transfers to Affiliated/Other Party Cmtes,23. Contributions to Federal Candidates/Cmtes,24. Independent Expenditures,25. Coordinated Expenditures made by Party Cmtes,26. Loan Repayments Made,27. Loans Made,28(a) Individuals/Persons,28(b) Political Party Committees,28(c) Other Political  Committees,28(d) Total contributions Refunds,29. Other Disbursements,30. Total Disbursements,31. Total Federal Disbursements,32. Total Contributions,33. Total Contribution Refunds,34. Net contributions,35. Total Federal Operating Expenditures,36. Offsets to Operating Expenditures,37. Net Operating Expenditures,NAME/TREASURER (as signed),DATE   (Signed),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F3Z,FORM TYPE,FILER FEC CMTE ID (PCC),COMMITTEE NAME (PCC),DATE (Coverage From),DATE (Coverage To),FEC COMMITTEE ID NUMBER (Auth),COMMITTEE NAME (Auth),(a) 11(a)iii individuals total,(b) 11(b) Political party committees,(c) 11(c) other pol. committees (PACs),(d) 11(d) the candidate,(e) 11(e) total contributions,(f) 12. Transfers from other auth cmtes,(g) 13(a) made or guarn. by candidate,(h) 13(b) all other loans,(i) 13(c) total loans,(j) 14. offsets to operating expend,(k) 15. Other receipts,(l) 16. total receipts,(m) 17. Operating Expenditures,(n) 18. Transfers to other auth cmtes,(o) 19(a) made or guaranteed by cand,(p) 19(b) all other loans,(q) 19(c) total loan repayments,(r) 20(a)  total refunds individuals,(s) 20(b) Refunds Political Pty cmtes,(t) 20(c) Refunds other Polit. cmtes,(u) 20(d) total contribution refunds,(v) 21. Other disbursements,(w) 22. Total disbursements,(x) 23. COH beginning reporting period,(y) 27. COH at close of period,(z)  9. Debts to,(aa) 12. Debts by,(bb) 6(c) net contributions,(cc) 7(c) net operating expenditures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F4,FORM TYPE,FILER FEC CMTE ID,COMMITTEE NAME,STREET  1,STREET  2,CITY,STATE,ZIP,COMMITTEE/ORG TYPE,DESC  ,RPTCODE,DATE (Coverage From),DATE (Coverage To),6.(b) cash on hand beg. report per.,6.(c) Total receipts,6.(d) Subtotal,7. Total disbursements,8. COH CLOSE,9. Debts to,10. Debts by,11. Convention expenditures,12. refunds/rebates/returns relating to conv exp.,12(a) Expenditures subject to limits,12(b) expend. from prior years subject to limits,12(c) total expenditures subject to limits,13. Federal Funds SCH A,14(a) Itemized,14(b) unitemized,14(c) subtotal,15. Transfers from affiliated cmtes.,16(a) loans received,16(b) loan repayments received,16(c) subtotal loans/repayments,17(a) Itemized,17(b) unitemized,17(c) subtotal,18(a) Itemized,18(b) unitemized,18(c) subtotal,19(a) Itemized,19(b) unitemized,19(c) subtotal,20. total receipts,21(a) Itemized,21(b) unitemized,21(c) subtotal,22. Transfers to Affiliated Cmtes,23(a) loans made,23(b) loan repayments made,23(c) subtotal,24(a) Itemized,24(b) unitemized,24(c) subtotal,25. Total disbursements,6.(a) Cash on Hand,6.(a) 19 -- (YEAR),6.(c) Total receipts,6.(d) Subtotal,7. Total disbursements,8. COH CLOSE,11. Convention expenditures,12. refunds/rebates/returns relating to conv exp.,12(a) Expenditures subject to limits,12(b) expend. from prior years subject to limits,12(c) total expenditures subject to limits,13. Federal Funds,14(c) subtotal,15. Transfers from affiliated cmtes.,16(c) subtotal loans/repayments,17(c) subtotal,18(c) subtotal,19(c) subtotal,20. total receipts,21(c) subtotal,22. Transfers to Affiliated Cmtes,23(c) subtotal,24(c) subtotal,25. Total disbursements,NAME/TREASURER (as signed),DATE (Signed),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F5,FORM TYPE,FILER FEC CMTE ID,COMMITTEE NAME,STREET  1,STREET  2,CITY,STATE,ZIP,CHG OF ADDRESS,YESNO (Qual/Non Q),INDEMP,INDOCC,RPTCODE,RPTPGI,DATE (Of Election),STATE (Of Election),DATE (Coverage From),DATE (Coverage To),TOTAL CONTRIBUTION,TOTAL INDEP. EXPEND,IND/NAME (Person Completing Form),DATE (Signed),DATE (Notarized),DATE (Notary Commission Expires),IND/NAME (Notary),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F56, FORM TYPE ,FILER FEC CMTE ID,ENTITY TYPE,NAME (Contributor/Lender),STREET  1,STREET  2,CITY,STATE,ZIP,INDEMP,INDOCC,DATE (Of Contribution),AMOUNT,FEC COMMITTEE ID NUMBER,FEC CANDIDATE ID NUMBER,CANDIDATE NAME,CAN/OFFICE,CAN/STATE,CAN/DIST,CONDUIT NAME,CONDUIT STREET 1,CONDUIT STREET 2,CONDUIT CITY,CONDUIT STATE,CONDUIT ZIP,AMENDED CD,TRAN ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F57,FORM TYPE,FILER FEC CMTE ID,ENTITY TYPE,NAME (Payee),STREET  1,STREET  2,CITY,STATE,ZIP,TRANSDESC,DATE (Of Expenditure),AMOUNT,SUPPORT/OPPOSE   ,S/O FEC CAN ID NUMBER,S/O CAN/NAME,S/O CAN/OFFICE,S/O CAN/STATE,S/O CAN/DIST,FEC COMMITTEE ID NUMBER,Unused field,Unused field,Unused field,Unused field,Unused field,CONDUIT NAME,CONDUIT STREET 1,CONDUIT STREET 2,CONDUIT CITY,CONDUIT STATE,CONDUIT ZIP,AMENDED CD,TRAN ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F6,FORM TYPE,FILER FEC CMTE ID,COMMITTEE NAME,STREET  1,STREET  2,CITY,STATE,ZIP,FEC CANDIDATE ID NUMBER,CANDIDATE NAME,CAN/OFFICE,CAN/STATE ,CAN/DIST,DATE (Signed),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F65,FORM TYPE,FILER FEC CMTE ID,ENTITY TYPE,NAME (Contributor/Lender),STREET  1,STREET  2,CITY,STATE,ZIP,INDEMP,INDOCC,DATE (Of Contribution),AMOUNT,FEC COMMITTEE ID NUMBER,FEC CANDIDATE ID NUMBER,CANDIDATE NAME,CAN/OFFICE,CAN/STATE ,CAN/DIST,CONDUIT NAME,CONDUIT STREET  1,CONDUIT STREET  2,CONDUIT CITY,CONDUIT STATE,CONDUIT ZIP,AMENDED CD,TRAN ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F7,FORM TYPE,FILER FEC CMTE ID,COMMITTEE NAME,STREET  1,STREET  2,CITY,STATE,ZIP,ORGANIZATION TYPE,RPTCODE,DATE (Of Election),STATE (Of Election),DATE (Coverage From),DATE (Coverage To),TOTAL COSTS,NAME/FILER (as signed),DATE (Signed),TITLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F76,FORM TYPE,FILER FEC CMTE ID,COMMUNICATION TYPE,TRANSDESC (Comm. Descrip),COMMUNICATION CLASS,DATE  (Of Communication),SUPPORT/OPPOSE ,FEC CANDIDATE ID NUMBER,CANDIDATE NAME,CAN/OFFICE,CAN/STATE  ,CAN/DIST,RPTPGI,COST OF COMMUNICATION,AMENDED CD,TRAN ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F8,FORM TYPE,FILER FEC CMTE ID,COMMITTEE NAME,STREET  1,STREET  2,CITY,STATE,ZIP,1. CASH ON HAND,1(a). as of,2. Total assets to be liquidated,3. Total (assets),4. Year to date receipts,5. Year to date disbursements,6. Total amount of debts owed by cmte,7. Total number of creditors owed,8. Number of creditors in part II of this plan,9. Total amount of debts owed to creditors in part II of plan,10. Total amount to be paid to creditors,11. YESNO   (Is the cmte terminating activities),11. Y DATE    (PLANNED FOR TERMINATION RPT),12. YESNO   (If this is an auth cmtte are there other auth cmtte.) ,12. Y DESC  (Y IF YES list AUTH CMTE ID/NAMES),13. YESNO   (sufficient funds to pay total amount indicated in this plan),13. N DESC  (N If NO what steps will be taken to obtain the funds),14. YESNO   (Has the committee filed previous debt settlement plans),15. YESNO  (After disposing ... will there be any residual funds?),15. Y DESC (IF YES how will the funds be disbursed),PART III YESNO  (Does cmtte have sufficient funds to pay the remaining,"PART III DESC    (N If no, what steps will be taken to obtain the funds.)",NAME/TREASURER (as signed),DATE (Signed),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F82,FORM TYPE,FILER FEC CMTE ID,CREDITOR CODE,NAME (Contributor/Lender),STREET  1,STREET  2,CITY,STATE,ZIP,DATE (Incurred),AMOUNT OWED TO,AMOUNT OFFERED IN,A. DESC  (Initial Terms And Nature Of Debt),B. DESC  (Efforts Made By Cmte To Pay Debt),C. DESC  (Steps Taken By Creditor To Collect),D. YESNO  (effort made by creditor to collect...,D. DESC  (N If No Explain),E. YESNO  (terms of debt settlement comparable...,E. DESC  (N If No Explain),FEC COMMITTEE ID NUMBER,FEC CANDIDATE ID NUMBER,CANDIDATE NAME,CAN/OFFICE,CAN/STATE ,CAN/DIST,NAME of creditor or representative,DATE (Signed),AMENDED CD,TRAN ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F83,FORM TYPE,FILER FEC CMTE ID,CREDITOR CODE,NAME (Contributor/Lender),STREET  1,STREET  2,CITY,STATE,ZIP,YESNO (Is This A Disputed Debt),DATE (Incurred),AMOUNT OWED TO CREDITOR,AMOUNT EXPECTED TO,FEC COMMITTEE ID NUMBER,FEC CANDIDATE ID NUMBER,CANDIDATE NAME,CAN/OFFICE,CAN/STATE,CAN/DIST,AMENDED CD,TRAN ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F99,FORM TYPE,FILER FEC CMTE ID,COMMITTEE NAME       ,STREET 1,STREET 2,CITY,STATE,ZIP,NAME/TREASURER (as signed),DATE (Signed),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchA,FORM TYPE,FILER FEC CMTE ID,ENTITY TYPE, CONTRIBUTOR NAME,STREET  1,STREET  2,CITY,STATE,ZIP,ITEM ELECT CD,ITEM ELECT OTHER,INDEMP,INDOCC,AGGREGATE AMT Y-T-D,DATE RECEIVED,AMOUNT RECEIVED,TRANS CODE,TRANS DESCRIP,FEC COMMITTEE ID NUMBER,FEC CANDIDATE ID NUMBER,CANDIDATE NAME,CAN/OFFICE,CAN/STATE ,CAN/DIST,CONDUIT NAME,CONDUIT STREET1,CONDUIT STREET2,CONDUIT CITY,CONDUIT STATE,CONDUIT ZIP,MEMO CODE,MEMO TEXT,AMENDED CD,TRAN ID,BACK REF TRAN ID,BACK REF SCHED NAME,NAT CMTTE NON-FED ACCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchB,FORM TYPE,FILER FEC CMTE ID,ENTITY TYPE,RECIPIENT NAME,STREET  1,STREET  2,CITY,STATE,ZIP,TRANS CODE,TRANS DESCRIP,ITEM ELECT CD,ITEM ELECT OTHER,DATE OF EXPENDITURE,AMOUNT OF EXPENDITURE,FEC COMMITTEE ID NUMBER,FEC CANDIDATE ID NUMBER,CANDIDATE NAME,CAN/OFFICE,CAN/STATE   ,CAN/DIST,CONDUIT NAME,CONDUIT STREET 1,CONDUIT STREET 2,CONDUIT CITY,CONDUIT STATE,CONDUIT ZIP,MEMO CODE,MEMO TEXT, AMENDED CD,TRAN ID,BACK REF TRAN ID,BACK REF SCHED NAME,NAT CMTTE NON-FED ACCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchC,FORM TYPE,FILER FEC CMTE ID, ENTITY TYPE,NAME (Loan Source),STREET  1,STREET  2,CITY,STATE,ZIP,ELECTION ,ELECTION DESCRIPTION,ORIG. AMT OF LOAN,PAYMENT TO DATE,LOAN BALANCE,DATE (Incurred),DUE DATE TERMS,PCT RATE TERMS,SECURED YESNO,FEC COMMITTEE ID NUMBER,FEC CANDIDATE ID NUMBER,CANDIDATE NAME,CAN/OFFICE,CAN/STATE ,CAN/DIST,AMENDED CD,TRAN ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchC1,FORM TYPE,FILER FEC CMTE ID,BACK REFERENCE TRAN ID,ENTITY TYPE,NAME (Loan Source),STREET  1,STREET  2,CITY,STATE, ZIP,AMT OF LOAN,LOAN INTEREST RATE PERCENT,DATE (Incurred),DATE  (Due),A1.YESNO (Loan Restructured),A2. DATE (Of Original Loan),B.1. CREDIT AMOUNT THIS DRAW,B.2. TOTAL BALANCE,C. YESNO (Others liable?),D. YESNO (Collateral?),D.1 DESC (Collateral),D.2 COLLATERAL VALUE/AMOUNT,D.3 YESNO  (Perfected Interest?)),E.1 YESNO  (Future Income),E.2  DESC  (Specification of the above),E.3 ESTIMATED VALUE,E.4 DATE (Depository account established),E.5 IND/NAME (Account Location),E.6 STREET  1,E.7 STREET  2,E.8 CITY,E.9 STATE,E.10 ZIP,E.11 DEP ACCT AUTH DATE (Presidential),F. DESC (State basis of loan),G. NAME/TREASURER (as signed),G. SIG/DATE,H. NAME/AUTH (as signed),H. AUTH/TITLE  ,H. AUTH/SIG DATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchC2,FORM TYPE,FILER FEC CMTE ID,BACK REFERENCE TRAN ID,IND/NAME (Endorser/Guarantor),STREET 1,STREET 2,CITY,STATE,ZIP,INDEMP,INDOCC,AMOUNT GUARANTEED BALANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchD,FORM TYPE,FILER FEC CMTE ID,ENTITY TYPE,NAME (Debtor/Creditor),STREET  1,STREET  2,CITY,STATE,ZIP,NATURE/PURPOSE DEBT DESCRIPTION,BEGINNING BALANCE,INCURRED THIS PERIOD,PAYMENT THIS PERIOD,BALANCE AT CLOSE,FEC COMMITTEE ID NUMBER,FEC CANDIDATE ID NUMBER,CANDIDATE NAME,CAN/OFFICE,CAN/STATE,CAN/DIST,CONDUIT NAME,CONDUIT STREET 1,CONDUIT STREET 2,CONDUIT CITY,CONDUIT STATE,CONDUIT ZIP,AMENDED CD,TRAN ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchE,FORM TYPE,FILER FEC CMTE ID,ENTITY TYPE,NAME (Payee),STREET  1,STREET  2,CITY,STATE,ZIP,TRANSDESC ,DATE,AMOUNT EXPENDED,SUPPORT/OPPOSE   ,S/O FEC CAN ID NUMBER,S/O CAN/NAME,S/O CAN/OFFICE,S/O STATE,S/O CAN/DIST,FEC COMMITTEE ID NUMBER,Unused field,Unused field,Unused field,Unused field,Unused field,CONDUIT NAME,CONDUIT STREET 1,CONDUIT STREET 2,CONDUIT CITY,CONDUIT STATE,CONDUIT ZIP,IND/NAME (as signed),DATE (Signed),DATE (Notarized),DATE (Notary Commission Expires),IND/NAME (Notary),AMENDED CD,TRAN ID,MEMO CODE,MEMO TEXT,BACK REF TRAN ID,BACK REF SCHED NAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchF,FORM TYPE,FILER FEC CMTE ID,DESIG YES/NO (Has Filer Been Desig.To Make Cord.Expend.),FEC COMMITTEE ID NUMBER (Designating),COMMITTEE NAME,FEC COMMITTEE ID NUMBER (Subordinating),COMMITTEE NAME,STREET  1,STREET  2,CITY,STATE,ZIP,ENTITY TYPE,NAME (Payee),STREET  1,STREET  2,CITY,STATE,ZIP,AGG. GEN. ELE. AMOUNT EXPENDED,TRANSDESC ,DATE,AMOUNT,FEC COMMITTEE ID NUMBER,FEC CANDIDATE ID NUMBER,CANDIDATE NAME,CAN/OFFICE,CAN/STATE   ,CAN/DIST,CONDUIT NAME,CONDUIT STREET 1,CONDUIT STREET 2,CONDUIT CITY,CONDUIT STATE,CONDUIT ZIP,AMENDED CD,TRAN ID,MEMO CODE,MEMO TEXT,BACK REF TRAN ID,BACK REF SCHED NAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchH1,FORM TYPE,FILER FEC CMTE ID,NAT PARTY CMTES %,HSE/SEN PTY CMTES MINIMUM FED %,HSE/SEN PTY CMTES PERCENTAGE ESTIMATED FEDERAL CAN SUPPORT,HSE/SEN PTY CMTES PERCENTAGE ESTIMATED NON FEDERAL CAN SUPPORT,HSE/SEN PTY CMTES ACTUAL FEDERAL CAN SUPPORT,HSE/SEN PTY CMTES ACTUAL NON FEDERAL CAN SUPPORT,HSE/SEN PTY CMTES PERCENTAGE ACTUAL  FEDERAL,SEP. SEG FUNDS & PERCENTAGE NON CONNECTED CMTES ESTIMATED FEDERAL CANDIDATE  SUPPORT ,SEP. SEG FUNDS & PERCENTAGE NON CONNECTED CMTES ESTIMATED NON FEDERAL CANDIDATE SUPPORT ,SEP. SEG FUNDS & NON CONNECTED CMTES ACTUAL FEDERAL CANDIDATE SUPPORT ,SEP. SEG FUNDS & NON CONNECTED CMTES ACTUAL NON FEDERAL CANDIDATE  SUPPORT ,SEP. SEG FUNDS & PERCENTAGE NON CONNECTED CMTES ACTUAL FEDERAL CANDIDATE  SUPPORT ,1. BALLOT COMP PRES BLANK OR 1,2. BALLOT COMP SEN  BLANK OR 1,3. BALLOT COMP HSE   BLANK OR 1,4. SUBTOTAL FED,5. BALLOT COMP GOV  BLANK OR 1,6. OTHER STATEWIDE,7. STATE SENATE,8. STATE REP.,"9. LOCAL CANDIDATES  BLANK, 1 OR 2",10. EXTRA NON-FED POINT  BLANK OR 1,11. SUBTOTAL,12. TOTAL POINTS,FEDERAL ALLOCATION PERCENTAGE,AMENDED CD,TRAN ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchH2,FORM TYPE,FILER FEC CMTE ID,IND/NAME (Activity/Event),YESNO  (Activity Is Fundraising),YESNO  (Activity Is Exempt),YESNO  (Act. Direct Can Support),RATIO CODE,FEDERAL PERCENTAGE,NON-FEDERAL PERCENTAGE,AMENDED CD,TRAN ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchH4,FORM TYPE,FILER FEC CMTE ID,BACK-REF TRAN ID,ACCOUNT NAME,EVENT NAME,EVENT TYPE,DATE (Of Receipt),AMOUNT TRANSFERRED,TOTAL AMOUNT TRANSFERRED,AMENDED CD,TRAN ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
