F3X,FORM TYPE,FILER FEC CMTE ID,,COMMITTEE NAME,STREET  1,STREET  2,CITY,STATE,ZIP,,CHG OF ADDRESS,QUALIFIED CMTE ,,RPTCODE,RPTPGI,,DATE (Of Election),STATE (Of Election),,DATE (Coverage From),DATE (Coverage To),,,,6(b) Cash on Hand beginning,6(c) Total Receipts,6(d) Subtotal,,7. Total Disbursements,,8. Cash on Hand at Close,,9. Debts to,10. Debts by,,11(a)i  Itemized,11(a)ii  Unitemized,11(a)iii Total,11(b) Political Party Committees,11(c) Other Political Committees (PACs),11(d) Total Contributions,,12. Transfers from Affiliated/Other Party Cmtes,13. All Loans Received,14. Loan Repayments Received,15. Offsets to Operating Expenditures (refunds),16. Refunds of Federal Contributions,17. Other Federal Receipts (dividends),,18(a) Transfers from Nonfederal Account (H3),,(New line 18(b) & 18(c) fields at end of layout),,19. Total Receipts,20. Total Federal Receipts,,21(a)i  Federal Share,21(a)ii  Non-Federal Share,21(b)  Other Federal Operating Expenditures,21(c)  Total Operating Expenditures,,22. Transfers to Affiliated/Other Party Cmtes,23. Contributions to Federal Candidates/Cmtes,24. Independent Expenditures,25. Coordinated Expend made by Party Cmtes,26. Loan Repayments,27. Loans Made,28(a) Individuals/Persons,28(b) Political Party Committees,28(c) Other Political Committees,28(d) Total Contributions Refunds,29. Other Disbursements,,(New line 30 fields added to end of this layout),,31. Total Disbursements,32. Total Federal Disbursements,,33. Total Contributions,34. Total Contribution Refunds,35. Net Contributions,36. Total Federal Operating Expenditures,37. Offsets to Operating Expenditures,38. Net Operating Expenditures,,,," 6(a) Cash on Hand Jan 1, 19",,Year for Above,,6(c) Total Receipts,6(d) Subtotal,,7. Total disbursements,,8. Cash on Hand Close,,11(a)i Itemized,11(a)ii Unitemized,11(a)iii Total,11(b) Political Party committees,11(c) Other Political Committees  (PACs),11(d) Total Contributions,,12. Transfers from Affiliated/Other Party Cmtes,13. All Loans Received,14. Loan Repayments Received,15. Offsets to Operating Expenditures (refunds),16. Refunds of Federal Contributions,17. Other Federal Receipts (dividends),,18(a) Transfers from Nonfederal Account (H3),,(New line 18(b) & 18(c) fields at end of layout),,19. Total Receipts,20. Total Federal Receipts,,21(a)i Federal Share,21(a)ii Non-Federal Share,21(b) Other Federal Operating Expenditures,21(c) Total operating Expenditures,,22. Transfers to Affiliated/Other Party Cmtes,23. Contributions to Federal Candidates/Cmtes,24. Independent Expenditures,25. Coordinated Expend made by Party Cmtes,26. Loan Repayments Made,27. Loans Made,28(a) Individuals/Persons,28(b) Political Party Committees,28(c) Other Political  Committees,28(d) Total contributions Refunds,29. Other Disbursements,,(New line 30 fields added to end of this layout),,31. Total Disbursements,32. Total Federal Disbursements,,33. Total Contributions,34. Total Contribution Refunds,35. Net contributions,36. Total Federal Operating Expenditures,37. Offsets to Operating Expenditures,38. Net Operating Expenditures,,NAME/TREASURER (as signed),DATE   (Signed),,,COLUMN A YTD TOTALS - LEVIN ACTIVITY,,18(b) Transfers from Non-Federal (Levin - H5),18(c) Total Non-Federal Transfers (18a+18b),,30(a)i  Shared Federal Activity (H6) Fed Share,30(a)ii Shared Federal Activity (H6) Non-Fed,30(b) Non-Allocable 100% Fed Election Activity,30(c) Total Federal Election Activity,,,COLUMN B YTD TOTALS - LEVIN ACTIVITY,,18(b) Transfers from Non-Federal (Levin - H5),18(c) Total Non-Federal Transfers (18a+18b),,30(a)i  Shared Federal Activity (H6) Fed Share,30(a)ii Shared Federal Activity (H6) Non-Fed,30(b) Non-Allocable 100% Fed Election Activity,30(c) Total Federal Election Activity,,,,,,,,,,,,,,,,,,,,,,,,,,
F3Z,FORM TYPE,FILER FEC CMTE ID (PCC),COMMITTEE NAME (PCC),DATE (Coverage From),DATE (Coverage To),FEC COMMITTEE ID NUMBER (Auth),COMMITTEE NAME (Auth),(a) 11(a)iii individuals total,(b) 11(b) Political party committees,(c) 11(c) other pol. committees (PACs),(d) 11(d) the candidate,(e) 11(e) total contributions,(f) 12. Transfers from other auth cmtes,(g) 13(a) made or guarn. by candidate,(h) 13(b) all other loans,(i) 13(c) total loans,(j) 14. offsets to operating expend,(k) 15. Other receipts,(l) 16. total receipts,(m) 17. Operating Expenditures,(n) 18. Transfers to other auth cmtes,(o) 19(a) made or guaranteed by cand,(p) 19(b) all other loans,(q) 19(c) total loan repayments,(r) 20(a)  total refunds individuals,(s) 20(b) Refunds Political Pty cmtes,(t) 20(c) Refunds other Polit. cmtes,(u) 20(d) total contribution refunds,(v) 21. Other disbursements,(w) 22. Total disbursements,(x) 23. COH beginning reporting period,(y) 27. COH at close of period,(z)  9. Debts to,(aa) 12. Debts by,(bb) 6(c) net contributions,(cc) 7(c) net operating expenditures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F4,FORM TYPE,FILER FEC CMTE ID,COMMITTEE NAME,STREET  1,STREET  2,CITY,STATE,ZIP,COMMITTEE/ORG TYPE,DESC  ,RPTCODE,DATE (Coverage From),DATE (Coverage To),6.(b) cash on hand beg. report per.,6.(c) Total receipts,6.(d) Subtotal,7. Total disbursements,8. COH CLOSE,9. Debts to,10. Debts by,11. Convention expenditures,12. refunds/rebates/returns relating to conv exp.,12(a) Expenditures subject to limits,12(b) expend. from prior years subject to limits,12(c) total expenditures subject to limits,13. Federal Funds SCH A,14(a) Itemized,14(b) unitemized,14(c) subtotal,15. Transfers from affiliated cmtes.,16(a) loans received,16(b) loan repayments received,16(c) subtotal loans/repayments,17(a) Itemized,17(b) unitemized,17(c) subtotal,18(a) Itemized,18(b) unitemized,18(c) subtotal,19(a) Itemized,19(b) unitemized,19(c) subtotal,20. total receipts,21(a) Itemized,21(b) unitemized,21(c) subtotal,22. Transfers to Affiliated Cmtes,23(a) loans made,23(b) loan repayments made,23(c) subtotal,24(a) Itemized,24(b) unitemized,24(c) subtotal,25. Total disbursements,6.(a) Cash on Hand,6.(a) 19 -- (YEAR),6.(c) Total receipts,6.(d) Subtotal,7. Total disbursements,8. COH CLOSE,11. Convention expenditures,12. refunds/rebates/returns relating to conv exp.,12(a) Expenditures subject to limits,12(b) expend. from prior years subject to limits,12(c) total expenditures subject to limits,13. Federal Funds,14(c) subtotal,15. Transfers from affiliated cmtes.,16(c) subtotal loans/repayments,17(c) subtotal,18(c) subtotal,19(c) subtotal,20. total receipts,21(c) subtotal,22. Transfers to Affiliated Cmtes,23(c) subtotal,24(c) subtotal,25. Total disbursements,NAME/TREASURER (as signed),DATE (Signed),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F5,FORM TYPE,FILER FEC CMTE ID,,COMMITTEE NAME,STREET  1,STREET  2,CITY,STATE,ZIP,,CHG OF ADDRESS,YESNO (Qual/Non Q),,INDEMP,INDOCC,,RPTCODE,RPTPGI,,DATE (Of Election),STATE (Of Election),,DATE (Coverage From),DATE (Coverage To),,TOTAL CONTRIBUTION,TOTAL INDEP. EXPEND,,IND/NAME (Person Completing Form),DATE (Signed),,DATE (Notarized),DATE (Notary Commission Expires),IND/NAME (Notary),24HOUR 48HOUR CODE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F56, FORM TYPE ,FILER FEC CMTE ID,,ENTITY TYPE,NAME (Contributor/Lender),STREET  1,STREET  2,CITY,STATE,ZIP,,INDEMP,INDOCC,,DATE (Of Contribution),AMOUNT,,FEC COMMITTEE ID NUMBER,,FEC CANDIDATE ID NUMBER,CANDIDATE NAME,CAN/OFFICE,CAN/STATE,CAN/DIST,,CONDUIT NAME,CONDUIT STREET 1,CONDUIT STREET 2,CONDUIT CITY,CONDUIT STATE,CONDUIT ZIP,,AMENDED CD,TRAN ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F57,FORM TYPE,FILER FEC CMTE ID,,ENTITY TYPE,NAME (Payee),STREET  1,STREET  2,CITY,STATE,ZIP,,TRANS {Purpose} DESCRIP,,DATE (Of Expenditure),AMOUNT,,SUPPORT/OPPOSE   ,,S/O FEC CAN ID NUMBER,S/O CAN/NAME,S/O CAN/OFFICE,S/O CAN/STATE,S/O CAN/DIST,,FEC COMMITTEE ID NUMBER,,Unused field,Unused field,Unused field,Unused field,Unused field,,CONDUIT NAME,CONDUIT STREET 1,CONDUIT STREET 2,CONDUIT CITY,CONDUIT STATE,CONDUIT ZIP,,AMENDED CD,TRAN ID,,CATEGORY CODE,TRANS {Purpose} CODE,,Calendar YTD for election/office sought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F6,FORM TYPE,FILER FEC CMTE ID,COMMITTEE NAME,STREET  1,STREET  2,CITY,STATE,ZIP,FEC CANDIDATE ID NUMBER,CANDIDATE NAME,CAN/OFFICE,CAN/STATE ,CAN/DIST,DATE (Signed),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F65,FORM TYPE,FILER FEC CMTE ID,ENTITY TYPE,NAME (Contributor/Lender),STREET  1,STREET  2,CITY,STATE,ZIP,INDEMP,INDOCC,DATE (Of Contribution),AMOUNT,FEC COMMITTEE ID NUMBER,FEC CANDIDATE ID NUMBER,CANDIDATE NAME,CAN/OFFICE,CAN/STATE ,CAN/DIST,CONDUIT NAME,CONDUIT STREET  1,CONDUIT STREET  2,CONDUIT CITY,CONDUIT STATE,CONDUIT ZIP,AMENDED CD,TRAN ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F7,FORM TYPE,FILER FEC CMTE ID,COMMITTEE NAME,STREET  1,STREET  2,CITY,STATE,ZIP,ORGANIZATION TYPE,RPTCODE,DATE (Of Election),STATE (Of Election),DATE (Coverage From),DATE (Coverage To),TOTAL COSTS,NAME/FILER (as signed),DATE (Signed),TITLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F76,FORM TYPE,FILER FEC CMTE ID,COMMUNICATION TYPE,TRANSDESC (Comm. Descrip),COMMUNICATION CLASS,DATE  (Of Communication),SUPPORT/OPPOSE ,FEC CANDIDATE ID NUMBER,CANDIDATE NAME,CAN/OFFICE,CAN/STATE  ,CAN/DIST,RPTPGI,COST OF COMMUNICATION,AMENDED CD,TRAN ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F8,FORM TYPE,FILER FEC CMTE ID,COMMITTEE NAME,STREET  1,STREET  2,CITY,STATE,ZIP,1. CASH ON HAND,1(a). as of,2. Total assets to be liquidated,3. Total (assets),4. Year to date receipts,5. Year to date disbursements,6. Total amount of debts owed by cmte,7. Total number of creditors owed,8. Number of creditors in part II of this plan,9. Total amount of debts owed to creditors in part II of plan,10. Total amount to be paid to creditors,11. YESNO   (Is the cmte terminating activities),11. Y DATE    (PLANNED FOR TERMINATION RPT),12. YESNO   (If this is an auth cmtte are there other auth cmtte.) ,12. Y DESC  (Y IF YES list AUTH CMTE ID/NAMES),13. YESNO   (sufficient funds to pay total amount indicated in this plan),13. N DESC  (N If NO what steps will be taken to obtain the funds),14. YESNO   (Has the committee filed previous debt settlement plans),15. YESNO  (After disposing ... will there be any residual funds?),15. Y DESC (IF YES how will the funds be disbursed),PART III YESNO  (Does cmtte have sufficient funds to pay the remaining,"PART III DESC    (N If no, what steps will be taken to obtain the funds.)",NAME/TREASURER (as signed),DATE (Signed),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F82,FORM TYPE,FILER FEC CMTE ID,CREDITOR CODE,NAME (Contributor/Lender),STREET  1,STREET  2,CITY,STATE,ZIP,DATE (Incurred),AMOUNT OWED TO,AMOUNT OFFERED IN,A. DESC  (Initial Terms And Nature Of Debt),B. DESC  (Efforts Made By Cmte To Pay Debt),C. DESC  (Steps Taken By Creditor To Collect),D. YESNO  (effort made by creditor to collect...,D. DESC  (N If No Explain),E. YESNO  (terms of debt settlement comparable...,E. DESC  (N If No Explain),FEC COMMITTEE ID NUMBER,FEC CANDIDATE ID NUMBER,CANDIDATE NAME,CAN/OFFICE,CAN/STATE ,CAN/DIST,NAME of creditor or representative,DATE (Signed),AMENDED CD,TRAN ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F83,FORM TYPE,FILER FEC CMTE ID,CREDITOR CODE,NAME (Contributor/Lender),STREET  1,STREET  2,CITY,STATE,ZIP,YESNO (Is This A Disputed Debt),DATE (Incurred),AMOUNT OWED TO CREDITOR,AMOUNT EXPECTED TO,FEC COMMITTEE ID NUMBER,FEC CANDIDATE ID NUMBER,CANDIDATE NAME,CAN/OFFICE,CAN/STATE,CAN/DIST,AMENDED CD,TRAN ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F9,FORM TYPE,FILER FEC CMTE ID,,IND/ORG/CORP NAME,STREET 1,STREET 2,CITY,STATE,ZIP,,CHG OF ADDRESS,,EMPLOYER,OCCUPATION,,BEGINNING COVERAGE DATE,ENDING COVERAGE DATE,,DATE OF PUBLIC DISTRIBUTION,COMMUNICATION TITLE,QUALIFIED NON-PROFIT,SEGREGATED BANK ACCOUNT,,IND/NAME  (Custodian),STREET 1,STREET 2,CITY,STATE,ZIP,EMPLOYER,OCCUPATION,,9. TOTAL DONATIONS THIS STATEMENT,10. TOTAL DISB./OBLIG. THIS STATEMENT,,NAME PERSON COMPLETING REPORT,DATE (Signed),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F91,FORM TYPE,FILER FEC CMTE ID,,IND/NAME  (Share/Exer Control),STREET 1,STREET 2,CITY,STATE,ZIP,,EMPLOYER,OCCUPATION,,AMENDED CD,TRAN ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F92,FORM TYPE,FILER FEC CMTE ID,,ENTITY TYPE,CONTRIBUTOR NAME,STREET  1,STREET  2,CITY,STATE,ZIP,,ITEM ELECT CD,ITEM ELECT OTHER,,INDEMP,INDOCC,,AGGREGATE AMT Y-T-D,DATE RECEIVED,AMOUNT RECEIVED,,TRANS CODE,TRANS DESCRIP,,FEC COMMITTEE ID NUMBER,,FEC CANDIDATE ID NUMBER,CANDIDATE NAME,CAN/OFFICE,CAN/STATE ,CAN/DIST,,CONDUIT NAME,CONDUIT STREET1,CONDUIT STREET2,CONDUIT CITY,CONDUIT STATE,CONDUIT ZIP,,MEMO CODE,MEMO TEXT,,AMENDED CD,TRAN ID,,BACK REF TRAN ID,BACK REF SCHED NAME,,Reference to SI or SL system code that identifies the Account,,INCREASED LIMIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F93,FORM TYPE,FILER FEC CMTE ID,,ENTITY TYPE,RECIPIENT NAME,STREET  1,STREET  2,CITY,STATE,ZIP,,TRANS {Purpose} CODE,TRANS {Purpose} DESCRIP,,ITEM ELECT CD,ITEM ELECT OTHER,,DATE OF EXPENDITURE,AMOUNT OF EXPENDITURE,,FEC COMMITTEE ID NUMBER,,FEC CANDIDATE ID NUMBER,CANDIDATE NAME,CAN/OFFICE,CAN/STATE   ,CAN/DIST,,CONDUIT NAME,CONDUIT STREET 1,CONDUIT STREET 2,CONDUIT CITY,CONDUIT STATE,CONDUIT ZIP,,MEMO CODE,MEMO TEXT,,AMENDED CD,TRAN ID,,BACK REF TRAN ID,BACK REF SCHED NAME,,Reference to SI or SL system code that identifies the Account,,Refund or Disposal of Excess ,,CATEGORY CODE,,COMMUNICATION DATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F94,FORM TYPE,FILER FEC CMTE ID,,FEC CANDIDATE ID NUMBER,CANDIDATE NAME,CAN/OFFICE,CAN/STATE ,CAN/DIST,,ITEM ELECT CD,ITEM ELECT OTHER,,AMENDED CD,TRAN ID,,BACK REF TRAN ID,BACK REF SCHED NAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F10,FORM TYPE,FILER FEC COMMITTEE ID,,CANDIDATE NAME,CANDIDATE ID,CAN/OFFICE,CANDIDATE STATE,CANDIDATE DISTRICT,,COMMITTEE NAME       ,STREET 1,STREET 2,CITY,STATE,ZIP,,PREVIOUS EXPENDITURE AGGREGATE,EXP TOTAL THIS REPORT,EXP TOTAL CYCLE-TO-DATE,,NAME/CANDIDATE (as signed),DATE (Signed),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F105,FORM TYPE,FILER FEC CMTE ID,,DATE OF EXPENDITURE,ITEM ELECT CD,ITEM ELECT OTHER,AMOUNT,,LOAN CHECK,,AMENDED CD,TRAN ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F11,FORM TYPE,FILER FEC COMMITTEE ID,,1. CANDIDATE NAME,2. CANDIDATE ID,3. CAN/OFFICE,4. CANDIDATE STATE,5. CANDIDATE DISTRICT,,,6. COMMITTEE NAME       ,8. STREET 1,8. STREET 2,9. CITY,9. STATE,9. ZIP,,10. NAME OF CANDIDATE,11. NAME OF COMMITTEE,12. COMMITTEE ID,13. COMMITTEE STREET 1,13. COMMITTEE STREET 2,14. COMMITTEE CITY, 14. COMMITTEE STATE,14. COMMITTEE ZIP,15. DATE OF FORM 10 RECEIPT,,16. OPPOSITION PERS FUNDS AMT,ITEM ELECT CD,ITEM ELECT OTHER,TYPE,,,NAME/CANDIDATE/TREAS (as signed),DATE (Signed),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F12,FORM TYPE,FILER FEC COMMITTEE ID,,1. CANDIDATE NAME,2. CANDIDATE ID,3. CAN/OFFICE,4. CANDIDATE STATE,5. CANDIDATE DISTRICT,,,6. COMMITTEE NAME       ,8. STREET 1,8. STREET 2,9. CITY,9. STATE,9. ZIP,,12a. DATE REACHED 100%,12a. PERSE FUNDS AMT,12a. PREV FORM 11 DATE,,12B. DATE REACHED 110%,12a. PERSE FUNDS AMT,12a. PREV FORM 11 DATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F99,FORM TYPE,FILER FEC CMTE ID,,COMMITTEE NAME       ,STREET 1,STREET 2,CITY,STATE,ZIP,,NAME/TREASURER (as signed),DATE (Signed),,TEXT CODE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchA,FORM TYPE,FILER FEC CMTE ID,,ENTITY TYPE,CONTRIBUTOR NAME,STREET  1,STREET  2,CITY,STATE,ZIP,,ITEM ELECT CD,ITEM ELECT OTHER,,INDEMP,INDOCC,,AGGREGATE AMT Y-T-D,DATE RECEIVED,AMOUNT RECEIVED,,TRANS CODE,TRANS DESCRIP,,FEC COMMITTEE ID NUMBER,,FEC CANDIDATE ID NUMBER,CANDIDATE NAME,CAN/OFFICE,CAN/STATE ,CAN/DIST,,CONDUIT NAME,CONDUIT STREET1,CONDUIT STREET2,CONDUIT CITY,CONDUIT STATE,CONDUIT ZIP,,MEMO CODE,MEMO TEXT,,AMENDED CD,TRAN ID,,BACK REF TRAN ID,BACK REF SCHED NAME,,Reference to SI or SL system code that identifies the Account,,INCREASED LIMIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchB,FORM TYPE,FILER FEC CMTE ID,,ENTITY TYPE,RECIPIENT NAME,STREET  1,STREET  2,CITY,STATE,ZIP,,TRANS {Purpose} CODE,TRANS {Purpose} DESCRIP,,ITEM ELECT CD,ITEM ELECT OTHER,,DATE OF EXPENDITURE,AMOUNT OF EXPENDITURE,,FEC COMMITTEE ID NUMBER,,FEC CANDIDATE ID NUMBER,CANDIDATE NAME,CAN/OFFICE,CAN/STATE   ,CAN/DIST,,CONDUIT NAME,CONDUIT STREET 1,CONDUIT STREET 2,CONDUIT CITY,CONDUIT STATE,CONDUIT ZIP,,MEMO CODE,MEMO TEXT,,AMENDED CD,TRAN ID,,BACK REF TRAN ID,BACK REF SCHED NAME,,Reference to SI or SL system code that identifies the Account,,REFUND OR DISPOSAL OF EXCESS ,,CATEGORY CODE,,COMMUNICATION DATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SchC,FORM TYPE,FILER FEC CMTE ID,, ENTITY TYPE,NAME (Loan Source),STREET  1,STREET  2,CITY,STATE,ZIP,,ELECTION ,ELECTION DESCRIPTION,,ORIG. AMT OF LOAN,PAYMENT TO DATE,LOAN BALANCE,DATE (Incurred),DUE DATE TERMS,PCT RATE TERMS,SECURED YESNO,,FEC COMMITTEE ID NUMBER,FEC CANDIDATE ID NUMBER,CANDIDATE NAME,CAN/OFFICE,CAN/STATE ,CAN/DIST,,AMENDED CD,TRAN ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
